"idhod","hodnota","stapro_kod","vek_cis","vek_kod","vuzemi_cis","vuzemi_kod","rok","tyden","roktyden","casref_od","casref_do","vek_txt","priznak"
"845364803","420","5393","7700","410065610075000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","65-74",
"845365317","574","5393","7700","410075610085000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","75-84",
"832461971","477","5393","7700","410085799999000","97","19","2012","36","2012-W36","2012-09-03","2012-09-09","85 a více",
"832462385","1899","5393",,,"97","19","2012","36","2012-W36","2012-09-03","2012-09-09","celkem",
"832460056","12","5393","7700","400000610015000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","0-14",
"832460537","60","5393","7700","410015610040000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","15-39",
"832461018","383","5393","7700","410040610065000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","40-64",
"845364810","417","5393","7700","410065610075000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","65-74",
"845365327","598","5393","7700","410075610085000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","75-84",
"832461980","463","5393","7700","410085799999000","97","19","2012","37","2012-W37","2012-09-10","2012-09-16","85 a více",
"832462216","1933","5393",,,"97","19","2012","37","2012-W37","2012-09-10","2012-09-16","celkem",
"832460065","6","5393","7700","400000610015000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","0-14",
"832460546","40","5393","7700","410015610040000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","15-39",
"832461027","384","5393","7700","410040610065000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","40-64",
"845364823","419","5393","7700","410065610075000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","65-74",
"845365337","582","5393","7700","410075610085000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","75-84",
"832461989","431","5393","7700","410085799999000","97","19","2012","38","2012-W38","2012-09-17","2012-09-23","85 a více",
"832462279","1862","5393",,,"97","19","2012","38","2012-W38","2012-09-17","2012-09-23","celkem",
"832460074","9","5393","7700","400000610015000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","0-14",
"832460555","46","5393","7700","410015610040000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","15-39",
"832461036","367","5393","7700","410040610065000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","40-64",
"845364833","447","5393","7700","410065610075000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","65-74",
"845365347","610","5393","7700","410075610085000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","75-84",
"832461998","545","5393","7700","410085799999000","97","19","2012","39","2012-W39","2012-09-24","2012-09-30","85 a více",
"832462468","2024","5393",,,"97","19","2012","39","2012-W39","2012-09-24","2012-09-30","celkem",
"832460083","8","5393","7700","400000610015000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","0-14",
"832460564","40","5393","7700","410015610040000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","15-39",
"832461046","380","5393","7700","410040610065000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","40-64",
"845364843","400","5393","7700","410065610075000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","65-74",
"845365357","585","5393","7700","410075610085000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","75-84",
"832462007","526","5393","7700","410085799999000","97","19","2012","40","2012-W40","2012-10-01","2012-10-07","85 a více",
"832462374","1939","5393",,,"97","19","2012","40","2012-W40","2012-10-01","2012-10-07","celkem",
"832460092","6","5393","7700","400000610015000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","0-14",
"832460573","36","5393","7700","410015610040000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","15-39",
"832461054","371","5393","7700","410040610065000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","40-64",
"845364853","416","5393","7700","410065610075000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","65-74",
"845365367","615","5393","7700","410075610085000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","75-84",
"832462016","546","5393","7700","410085799999000","97","19","2012","41","2012-W41","2012-10-08","2012-10-14","85 a více",
"832462590","1990","5393",,,"97","19","2012","41","2012-W41","2012-10-08","2012-10-14","celkem",
"832460101","10","5393","7700","400000610015000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","0-14",
"832460582","46","5393","7700","410015610040000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","15-39",
"832461063","375","5393","7700","410040610065000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","40-64",
"845364863","447","5393","7700","410065610075000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","65-74",
"845365377","592","5393","7700","410075610085000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","75-84",
"832462025","545","5393","7700","410085799999000","97","19","2012","42","2012-W42","2012-10-15","2012-10-21","85 a více",
"832462298","2015","5393",,,"97","19","2012","42","2012-W42","2012-10-15","2012-10-21","celkem",
"832460110","8","5393","7700","400000610015000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","0-14",
"832460591","32","5393","7700","410015610040000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","15-39",
"832461072","411","5393","7700","410040610065000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","40-64",
"845364874","431","5393","7700","410065610075000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","65-74",
"845365387","616","5393","7700","410075610085000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","75-84",
"832462034","574","5393","7700","410085799999000","97","19","2012","43","2012-W43","2012-10-22","2012-10-28","85 a více",
"832462220","2072","5393",,,"97","19","2012","43","2012-W43","2012-10-22","2012-10-28","celkem",
"832460119","10","5393","7700","400000610015000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","0-14",
"832460600","36","5393","7700","410015610040000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","15-39",
"832461081","365","5393","7700","410040610065000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","40-64",
"845364883","442","5393","7700","410065610075000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","65-74",
"845365397","625","5393","7700","410075610085000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","75-84",
"832462043","550","5393","7700","410085799999000","97","19","2012","44","2012-W44","2012-10-29","2012-11-04","85 a více",
"832462467","2028","5393",,,"97","19","2012","44","2012-W44","2012-10-29","2012-11-04","celkem",
"832460128","11","5393","7700","400000610015000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","0-14",
"832460609","49","5393","7700","410015610040000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","15-39",
"832461090","340","5393","7700","410040610065000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","40-64",
"845364893","404","5393","7700","410065610075000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","65-74",
"845365407","577","5393","7700","410075610085000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","75-84",
"832462052","547","5393","7700","410085799999000","97","19","2012","45","2012-W45","2012-11-05","2012-11-11","85 a více",
"832462310","1928","5393",,,"97","19","2012","45","2012-W45","2012-11-05","2012-11-11","celkem",
"832460137","8","5393","7700","400000610015000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","0-14",
"832460619","51","5393","7700","410015610040000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","15-39",
"832461099","375","5393","7700","410040610065000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","40-64",
"845364903","427","5393","7700","410065610075000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","65-74",
"845365417","612","5393","7700","410075610085000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","75-84",
"832462061","504","5393","7700","410085799999000","97","19","2012","46","2012-W46","2012-11-12","2012-11-18","85 a více",
"832462266","1977","5393",,,"97","19","2012","46","2012-W46","2012-11-12","2012-11-18","celkem",
"832460146","6","5393","7700","400000610015000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","0-14",
"832460627","34","5393","7700","410015610040000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","15-39",
"832461108","387","5393","7700","410040610065000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","40-64",
"845364912","429","5393","7700","410065610075000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","65-74",
"845365426","600","5393","7700","410075610085000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","75-84",
"832462070","528","5393","7700","410085799999000","97","19","2012","47","2012-W47","2012-11-19","2012-11-25","85 a více",
"832462595","1984","5393",,,"97","19","2012","47","2012-W47","2012-11-19","2012-11-25","celkem",
"832460155","8","5393","7700","400000610015000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","0-14",
"832460636","45","5393","7700","410015610040000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","15-39",
"832461117","404","5393","7700","410040610065000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","40-64",
"845364921","461","5393","7700","410065610075000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","65-74",
"845365435","651","5393","7700","410075610085000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","75-84",
"832462080","584","5393","7700","410085799999000","97","19","2012","48","2012-W48","2012-11-26","2012-12-02","85 a více",
"832462152","2153","5393",,,"97","19","2012","48","2012-W48","2012-11-26","2012-12-02","celkem",
"832460164","9","5393","7700","400000610015000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","0-14",
"832460645","38","5393","7700","410015610040000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","15-39",
"832461126","383","5393","7700","410040610065000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","40-64",
"845364930","453","5393","7700","410065610075000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","65-74",
"845365444","638","5393","7700","410075610085000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","75-84",
"832462088","531","5393","7700","410085799999000","97","19","2012","49","2012-W49","2012-12-03","2012-12-09","85 a více",
"832462365","2052","5393",,,"97","19","2012","49","2012-W49","2012-12-03","2012-12-09","celkem",
"832460173","10","5393","7700","400000610015000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","0-14",
"832460654","39","5393","7700","410015610040000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","15-39",
"832461135","406","5393","7700","410040610065000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","40-64",
"845364939","460","5393","7700","410065610075000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","65-74",
"845365453","664","5393","7700","410075610085000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","75-84",
"832462097","562","5393","7700","410085799999000","97","19","2012","50","2012-W50","2012-12-10","2012-12-16","85 a více",
"832462392","2141","5393",,,"97","19","2012","50","2012-W50","2012-12-10","2012-12-16","celkem",
"832460182","9","5393","7700","400000610015000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","0-14",
"832460663","42","5393","7700","410015610040000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","15-39",
"832461144","410","5393","7700","410040610065000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","40-64",
"845364948","451","5393","7700","410065610075000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","65-74",
"845365462","659","5393","7700","410075610085000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","75-84",
"832462106","577","5393","7700","410085799999000","97","19","2012","51","2012-W51","2012-12-17","2012-12-23","85 a více",
"832462169","2148","5393",,,"97","19","2012","51","2012-W51","2012-12-17","2012-12-23","celkem",
"832460192","7","5393","7700","400000610015000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","0-14",
"832460672","43","5393","7700","410015610040000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","15-39",
"832461153","405","5393","7700","410040610065000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","40-64",
"845364957","441","5393","7700","410065610075000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","65-74",
"845365471","729","5393","7700","410075610085000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","75-84",
"832462115","603","5393","7700","410085799999000","97","19","2012","52","2012-W52","2012-12-24","2012-12-30","85 a více",
"832462173","2228","5393",,,"97","19","2012","52","2012-W52","2012-12-24","2012-12-30","celkem",
"832459721","9","5393","7700","400000610015000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","0-14",
"832460202","48","5393","7700","410015610040000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","15-39",
"832460683","482","5393","7700","410040610065000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","40-64",
"845364454","456","5393","7700","410065610075000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","65-74",
"845364968","699","5393","7700","410075610085000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","75-84",
"832461645","619","5393","7700","410085799999000","97","19","2013","01","2013-W01","2012-12-31","2013-01-06","85 a více",
"832462501","2313","5393",,,"97","19","2013","01","2013-W01","2012-12-31","2013-01-06","celkem",
"832459731","7","5393","7700","400000610015000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","0-14",
"832460212","44","5393","7700","410015610040000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","15-39",
"832460693","392","5393","7700","410040610065000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","40-64",
"845364464","539","5393","7700","410065610075000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","65-74",
"845364978","688","5393","7700","410075610085000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","75-84",
"832461656","563","5393","7700","410085799999000","97","19","2013","02","2013-W02","2013-01-07","2013-01-13","85 a více",
"832462512","2233","5393",,,"97","19","2013","02","2013-W02","2013-01-07","2013-01-13","celkem",
"832459741","13","5393","7700","400000610015000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","0-14",
"832460222","54","5393","7700","410015610040000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","15-39",
"832460703","425","5393","7700","410040610065000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","40-64",
"845364474","534","5393","7700","410065610075000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","65-74",
"845364988","715","5393","7700","410075610085000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","75-84",
"832461665","598","5393","7700","410085799999000","97","19","2013","03","2013-W03","2013-01-14","2013-01-20","85 a více",
"832462396","2339","5393",,,"97","19","2013","03","2013-W03","2013-01-14","2013-01-20","celkem",
"832459751","9","5393","7700","400000610015000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","0-14",
"832460232","44","5393","7700","410015610040000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","15-39",
"832460713","439","5393","7700","410040610065000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","40-64",
"845364484","502","5393","7700","410065610075000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","65-74",
"845364998","735","5393","7700","410075610085000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","75-84",
"832461675","629","5393","7700","410085799999000","97","19","2013","04","2013-W04","2013-01-21","2013-01-27","85 a více",
"832462239","2358","5393",,,"97","19","2013","04","2013-W04","2013-01-21","2013-01-27","celkem",
"832459761","6","5393","7700","400000610015000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","0-14",
"832460242","51","5393","7700","410015610040000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","15-39",
"832460723","429","5393","7700","410040610065000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","40-64",
"845364494","535","5393","7700","410065610075000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","65-74",
"845365008","734","5393","7700","410075610085000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","75-84",
"832461685","704","5393","7700","410085799999000","97","19","2013","05","2013-W05","2013-01-28","2013-02-03","85 a více",
"832462230","2459","5393",,,"97","19","2013","05","2013-W05","2013-01-28","2013-02-03","celkem",
"832459771","14","5393","7700","400000610015000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","0-14",
"832460253","48","5393","7700","410015610040000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","15-39",
"832460733","454","5393","7700","410040610065000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","40-64",
"845364504","547","5393","7700","410065610075000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","65-74",
"845365018","759","5393","7700","410075610085000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","75-84",
"832461695","668","5393","7700","410085799999000","97","19","2013","06","2013-W06","2013-02-04","2013-02-10","85 a více",
"832462466","2490","5393",,,"97","19","2013","06","2013-W06","2013-02-04","2013-02-10","celkem",
"832459781","8","5393","7700","400000610015000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","0-14",
"832460262","47","5393","7700","410015610040000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","15-39",
"832460743","418","5393","7700","410040610065000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","40-64",
"845364514","493","5393","7700","410065610075000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","65-74",
"845365028","737","5393","7700","410075610085000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","75-84",
"832461705","682","5393","7700","410085799999000","97","19","2013","07","2013-W07","2013-02-11","2013-02-17","85 a více",
"832462285","2385","5393",,,"97","19","2013","07","2013-W07","2013-02-11","2013-02-17","celkem",
"832459791","7","5393","7700","400000610015000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","0-14",
"832460272","44","5393","7700","410015610040000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","15-39",
"832460753","429","5393","7700","410040610065000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","40-64",
"845364524","520","5393","7700","410065610075000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","65-74",
"845365038","679","5393","7700","410075610085000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","75-84",
"832461716","686","5393","7700","410085799999000","97","19","2013","08","2013-W08","2013-02-18","2013-02-24","85 a více",
"832462191","2365","5393",,,"97","19","2013","08","2013-W08","2013-02-18","2013-02-24","celkem",
"832459801","7","5393","7700","400000610015000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","0-14",
"832460282","43","5393","7700","410015610040000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","15-39",
"832460763","444","5393","7700","410040610065000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","40-64",
"845364534","470","5393","7700","410065610075000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","65-74",
"845365048","734","5393","7700","410075610085000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","75-84",
"832461725","605","5393","7700","410085799999000","97","19","2013","09","2013-W09","2013-02-25","2013-03-03","85 a více",
"832462320","2303","5393",,,"97","19","2013","09","2013-W09","2013-02-25","2013-03-03","celkem",
"832459811","10","5393","7700","400000610015000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","0-14",
"832460292","42","5393","7700","410015610040000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","15-39",
"832460773","438","5393","7700","410040610065000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","40-64",
"845364544","486","5393","7700","410065610075000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","65-74",
"845365058","646","5393","7700","410075610085000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","75-84",
"832461735","696","5393","7700","410085799999000","97","19","2013","10","2013-W10","2013-03-04","2013-03-10","85 a více",
"832462203","2318","5393",,,"97","19","2013","10","2013-W10","2013-03-04","2013-03-10","celkem",
"832459821","7","5393","7700","400000610015000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","0-14",
"832460302","37","5393","7700","410015610040000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","15-39",
"832460783","414","5393","7700","410040610065000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","40-64",
"845364554","530","5393","7700","410065610075000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","65-74",
"845365068","702","5393","7700","410075610085000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","75-84",
"832461745","635","5393","7700","410085799999000","97","19","2013","11","2013-W11","2013-03-11","2013-03-17","85 a více",
"832462469","2325","5393",,,"97","19","2013","11","2013-W11","2013-03-11","2013-03-17","celkem",
"832459831","12","5393","7700","400000610015000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","0-14",
"832460313","40","5393","7700","410015610040000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","15-39",
"832460793","389","5393","7700","410040610065000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","40-64",
"845364564","500","5393","7700","410065610075000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","65-74",
"845365078","686","5393","7700","410075610085000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","75-84",
"832461755","724","5393","7700","410085799999000","97","19","2013","12","2013-W12","2013-03-18","2013-03-24","85 a více",
"832462156","2351","5393",,,"97","19","2013","12","2013-W12","2013-03-18","2013-03-24","celkem",
"832459841","10","5393","7700","400000610015000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","0-14",
"832460322","35","5393","7700","410015610040000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","15-39",
"832460803","404","5393","7700","410040610065000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","40-64",
"845364574","536","5393","7700","410065610075000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","65-74",
"845365088","681","5393","7700","410075610085000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","75-84",
"832461765","658","5393","7700","410085799999000","97","19","2013","13","2013-W13","2013-03-25","2013-03-31","85 a více",
"832462554","2324","5393",,,"97","19","2013","13","2013-W13","2013-03-25","2013-03-31","celkem",
"832459850","10","5393","7700","400000610015000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","0-14",
"832460331","46","5393","7700","410015610040000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","15-39",
"832460812","418","5393","7700","410040610065000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","40-64",
"845364584","540","5393","7700","410065610075000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","65-74",
"845365098","725","5393","7700","410075610085000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","75-84",
"832461774","709","5393","7700","410085799999000","97","19","2013","14","2013-W14","2013-04-01","2013-04-07","85 a více",
"832462309","2448","5393",,,"97","19","2013","14","2013-W14","2013-04-01","2013-04-07","celkem",
"832459859","13","5393","7700","400000610015000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","0-14",
"832460340","58","5393","7700","410015610040000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","15-39",
"832460821","349","5393","7700","410040610065000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","40-64",
"845364594","489","5393","7700","410065610075000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","65-74",
"845365108","737","5393","7700","410075610085000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","75-84",
"832461783","626","5393","7700","410085799999000","97","19","2013","15","2013-W15","2013-04-08","2013-04-14","85 a více",
"832462317","2272","5393",,,"97","19","2013","15","2013-W15","2013-04-08","2013-04-14","celkem",
"832459868","8","5393","7700","400000610015000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","0-14",
"832460349","43","5393","7700","410015610040000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","15-39",
"832460830","405","5393","7700","410040610065000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","40-64",
"845364604","484","5393","7700","410065610075000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","65-74",
"845365118","681","5393","7700","410075610085000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","75-84",
"832461792","571","5393","7700","410085799999000","97","19","2013","16","2013-W16","2013-04-15","2013-04-21","85 a více",
"832462405","2192","5393",,,"97","19","2013","16","2013-W16","2013-04-15","2013-04-21","celkem",
"832459877","6","5393","7700","400000610015000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","0-14",
"832460358","49","5393","7700","410015610040000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","15-39",
"832460839","360","5393","7700","410040610065000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","40-64",
"845364614","479","5393","7700","410065610075000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","65-74",
"845365128","608","5393","7700","410075610085000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","75-84",
"832461801","581","5393","7700","410085799999000","97","19","2013","17","2013-W17","2013-04-22","2013-04-28","85 a více",
"832462130","2083","5393",,,"97","19","2013","17","2013-W17","2013-04-22","2013-04-28","celkem",
"832459887","12","5393","7700","400000610015000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","0-14",
"832460367","43","5393","7700","410015610040000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","15-39",
"832460848","376","5393","7700","410040610065000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","40-64",
"845364624","404","5393","7700","410065610075000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","65-74",
"845365138","585","5393","7700","410075610085000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","75-84",
"832461810","549","5393","7700","410085799999000","97","19","2013","18","2013-W18","2013-04-29","2013-05-05","85 a více",
"832462315","1969","5393",,,"97","19","2013","18","2013-W18","2013-04-29","2013-05-05","celkem",
"832459895","7","5393","7700","400000610015000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","0-14",
"832460373","35","5393","7700","410015610040000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","15-39",
"832460857","363","5393","7700","410040610065000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","40-64",
"845364634","430","5393","7700","410065610075000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","65-74",
"845365148","567","5393","7700","410075610085000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","75-84",
"832461819","548","5393","7700","410085799999000","97","19","2013","19","2013-W19","2013-05-06","2013-05-12","85 a více",
"832462589","1950","5393",,,"97","19","2013","19","2013-W19","2013-05-06","2013-05-12","celkem",
"832459904","8","5393","7700","400000610015000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","0-14",
"832460385","53","5393","7700","410015610040000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","15-39",
"832460866","352","5393","7700","410040610065000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","40-64",
"845364644","467","5393","7700","410065610075000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","65-74",
"845365158","579","5393","7700","410075610085000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","75-84",
"832461828","489","5393","7700","410085799999000","97","19","2013","20","2013-W20","2013-05-13","2013-05-19","85 a více",
"832462159","1948","5393",,,"97","19","2013","20","2013-W20","2013-05-13","2013-05-19","celkem",
"832459913","7","5393","7700","400000610015000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","0-14",
"832460394","40","5393","7700","410015610040000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","15-39",
"832460875","402","5393","7700","410040610065000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","40-64",
"845364654","453","5393","7700","410065610075000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","65-74",
"845365168","565","5393","7700","410075610085000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","75-84",
"832461835","508","5393","7700","410085799999000","97","19","2013","21","2013-W21","2013-05-20","2013-05-26","85 a více",
"832462344","1975","5393",,,"97","19","2013","21","2013-W21","2013-05-20","2013-05-26","celkem",
"832459922","10","5393","7700","400000610015000","97","19","2013","22","2013-W22","2013-05-27","2013-06-02","0-14",
"832460403","45","5393","7700","410015610040000","97","19","2013","22","2013-W22","2013-05-27","2013-06-02","15-39",
